Age,Education_Level,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Feedback_Score,Dropout_Likelihood,Gender_Female,Gender_Male,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Data Science,Course_Name_Web Development,Learning_Style_Visual,Learning_Style_Reading/Writing,Learning_Style_Kinesthetic
37,1,397,4,53,16,87,1,50,2,0,0,1,0,0,1,0,0,0,0
18,0,458,4,90,36,87,2,63,5,0,0,1,0,1,0,0,0,0,0
31,0,313,4,33,34,41,1,88,1,0,0,1,0,0,0,0,0,0,1
15,0,374,4,84,13,44,1,46,1,0,0,1,1,0,0,0,0,0,1
48,1,231,4,53,34,40,2,42,5,0,0,0,0,1,0,0,0,0,1
49,0,50,4,35,19,44,2,63,4,1,0,1,0,1,0,0,0,0,0
32,1,129,1,43,11,65,2,33,2,0,1,0,0,1,0,0,1,0,0
23,1,379,4,63,39,71,2,85,4,0,0,1,0,0,0,0,0,0,0
35,0,170,4,53,20,58,2,60,3,0,1,0,0,0,0,0,1,0,0
20,2,325,2,77,32,80,1,37,1,0,0,1,1,0,0,0,1,0,0
49,1,172,4,59,28,56,0,34,5,0,1,0,0,0,1,0,0,1,0
48,0,117,4,38,3,95,2,82,5,0,0,1,0,0,0,1,1,0,0
34,2,493,4,44,18,48,2,31,5,1,0,1,1,0,0,0,0,1,0
22,2,370,3,62,2,77,1,78,5,0,1,0,1,0,0,0,0,1,0
18,1,235,3,71,36,44,1,46,1,0,0,1,0,0,1,0,0,0,1
32,1,287,4,44,6,83,1,67,5,0,1,0,0,1,0,0,0,0,0
26,2,293,4,44,38,97,2,48,2,0,1,0,0,1,0,0,1,0,0
37,0,83,2,45,3,69,1,98,1,0,1,0,1,0,0,0,1,0,0
41,1,82,1,98,16,92,1,68,2,0,1,0,0,0,1,0,0,1,0
20,1,284,1,45,18,58,2,60,3,0,1,0,0,0,0,1,0,0,0
34,1,469,3,73,28,70,1,79,3,0,0,1,0,0,1,0,0,0,1
42,2,242,2,35,45,64,1,51,5,1,0,1,1,0,0,0,1,0,0
39,1,199,1,51,24,99,1,65,3,0,0,1,0,1,0,0,0,0,0
34,2,193,4,96,27,82,2,70,3,0,0,1,0,0,0,0,0,0,1
32,1,259,3,61,6,66,0,30,3,0,0,1,0,0,1,0,0,1,0
29,2,252,2,57,24,57,0,86,5,0,0,1,0,0,0,0,0,0,0
38,1,51,4,30,22,67,1,47,2,0,0,1,0,1,0,0,0,0,0
27,2,139,3,43,4,80,1,73,4,0,0,0,0,1,0,0,0,0,0
32,0,206,3,73,5,60,2,84,2,0,1,0,0,0,1,0,1,0,0
43,1,480,2,36,37,61,2,92,3,0,0,1,1,0,0,0,0,0,0
18,1,18,3,78,47,95,1,95,4,0,1,0,0,0,1,0,0,0,1
20,2,347,3,39,17,69,1,46,3,0,0,0,0,0,0,0,1,0,0
26,1,224,1,85,44,57,1,94,2,0,1,0,0,0,0,1,0,0,0
32,2,359,2,34,24,78,1,32,2,0,0,1,0,0,1,0,1,0,0
35,1,412,2,44,28,40,2,66,1,0,0,1,0,1,0,0,0,0,0
33,2,70,3,85,15,75,1,42,4,0,1,0,0,0,0,0,0,1,0
46,1,223,3,52,42,44,1,58,4,1,0,1,0,0,0,1,0,0,0
45,1,484,1,87,18,72,0,95,4,0,0,1,0,0,1,0,0,0,1
23,0,60,2,78,32,96,1,51,3,0,1,0,0,0,0,0,0,0,1
26,1,262,3,76,13,63,2,87,3,0,0,1,0,1,0,0,1,0,0
38,2,169,3,49,27,83,0,59,3,0,0,1,0,0,0,1,0,0,1
41,1,120,1,89,45,71,2,99,4,0,0,1,0,0,0,0,0,0,1
17,1,412,2,77,14,81,1,49,3,0,0,1,0,1,0,0,1,0,0
38,2,303,3,40,6,93,0,71,1,0,0,1,0,0,1,0,0,0,0
40,1,292,1,57,24,46,2,93,2,0,0,1,0,0,0,0,1,0,0
17,0,480,1,50,1,63,1,54,1,0,0,1,0,1,0,0,0,0,1
23,2,432,3,39,35,82,1,72,2,0,0,1,0,0,1,0,1,0,0
43,0,21,1,92,8,51,0,80,5,0,1,0,0,0,0,0,0,0,1
32,1,49,3,87,2,83,0,35,2,0,0,1,0,1,0,0,0,0,1
46,1,168,3,33,16,55,2,62,2,0,1,0,0,0,1,0,1,0,0
49,2,66,2,83,48,95,1,83,4,0,0,1,0,0,0,1,0,0,1
25,0,81,2,78,11,64,1,71,4,0,1,0,0,0,0,0,0,1,0
46,1,499,3,97,20,71,2,98,2,0,1,0,0,1,0,0,0,1,0
18,1,235,1,91,34,87,1,39,3,0,0,1,0,1,0,0,1,0,0
22,0,121,4,95,4,42,1,79,2,0,0,1,0,1,0,0,1,0,0
39,0,39,1,31,8,47,1,37,3,0,0,1,1,0,0,0,1,0,0
39,1,324,3,96,46,51,2,45,5,0,1,0,1,0,0,0,0,1,0
27,2,467,1,81,30,74,1,65,4,0,1,0,1,0,0,0,0,1,0
20,2,23,1,59,22,87,1,34,4,1,1,0,0,0,0,0,1,0,0
24,1,478,3,58,19,60,1,75,5,0,0,1,0,1,0,0,0,0,0
35,2,23,3,45,26,61,1,79,4,0,0,1,1,0,0,0,1,0,0
25,2,138,3,69,32,89,1,40,5,0,0,1,0,1,0,0,0,0,1
46,2,317,3,97,20,90,1,70,5,0,0,1,1,0,0,0,0,0,0
31,0,379,2,91,43,64,2,34,3,0,1,0,0,0,1,0,0,0,0
42,1,207,1,37,33,75,1,79,1,0,1,0,0,0,1,0,0,0,1
21,1,364,3,53,3,48,1,44,2,0,1,0,0,0,0,1,1,0,0
22,0,33,2,51,45,91,1,79,3,0,0,1,1,0,0,0,1,0,0
22,1,236,3,57,0,66,0,91,5,0,1,0,0,0,0,0,1,0,0
19,2,360,1,76,35,66,2,69,3,0,0,1,0,1,0,0,0,0,0
47,2,448,4,78,3,50,1,30,5,0,1,0,0,0,1,0,0,0,0
27,0,345,3,41,29,77,2,91,2,0,1,0,0,0,0,0,0,0,1
36,2,387,3,34,37,46,0,84,2,0,0,1,0,0,1,0,1,0,0
49,0,158,2,79,38,40,2,79,5,0,0,1,0,1,0,0,0,0,0
47,1,17,4,89,7,52,1,50,3,0,0,1,0,0,0,0,0,0,1
31,0,218,4,95,39,70,1,66,4,1,0,1,1,0,0,0,1,0,0
33,2,54,1,48,31,84,1,82,4,0,0,1,0,0,1,0,0,0,1
42,1,350,4,44,15,81,0,44,5,0,0,1,0,0,0,1,0,0,0
39,0,153,4,39,26,81,1,44,3,0,1,0,1,0,0,0,0,0,0
39,2,123,1,69,1,98,1,73,1,0,1,0,1,0,0,0,0,0,0
27,1,300,3,93,11,58,2,69,3,0,0,1,0,0,0,1,0,0,0
43,0,78,3,33,22,97,2,57,4,1,1,0,0,0,0,1,1,0,0
32,0,385,2,86,15,40,0,39,4,0,0,1,1,0,0,0,0,0,0
44,1,426,1,92,48,40,2,94,5,0,0,1,0,0,0,1,1,0,0
22,0,101,2,95,8,67,0,97,3,0,0,1,0,0,0,0,0,0,0
43,1,238,3,48,6,63,2,69,4,0,1,0,0,0,0,0,0,1,0
34,1,166,1,82,43,45,1,72,4,1,0,1,1,0,0,0,0,0,0
29,2,285,3,54,26,44,1,43,3,1,0,1,0,0,0,1,1,0,0
33,2,306,2,96,7,50,2,30,2,0,1,0,0,0,1,0,1,0,0
29,0,28,2,95,36,58,0,74,2,1,1,0,1,0,0,0,1,0,0
15,0,130,4,47,19,69,1,83,3,0,0,1,0,0,0,1,0,1,0
38,1,465,2,65,32,57,2,78,5,0,1,0,0,0,0,0,0,1,0
23,0,81,4,87,2,95,0,95,3,0,1,0,0,0,0,0,1,0,0
32,1,259,3,46,3,80,0,44,4,0,0,1,0,0,0,0,0,0,1
47,1,78,4,42,45,77,2,51,5,0,0,1,0,1,0,0,0,1,0
20,0,359,4,95,26,61,1,79,1,0,1,0,0,0,0,0,0,1,0
43,0,332,3,44,44,63,0,46,3,0,1,0,1,0,0,0,0,0,1
18,2,351,2,32,10,69,0,97,4,0,1,0,0,0,0,1,0,1,0
37,1,170,4,38,8,92,1,57,3,0,1,0,0,1,0,0,0,0,0
48,2,312,3,90,33,97,1,89,4,0,1,0,1,0,0,0,1,0,0
20,2,285,1,35,38,60,2,90,5,1,0,1,0,0,1,0,0,0,1
40,1,236,2,89,0,74,2,75,2,1,1,0,1,0,0,0,1,0,0
16,0,448,3,65,23,43,2,64,2,0,1,0,0,1,0,0,0,0,0
30,0,363,3,78,35,74,0,94,2,0,1,0,0,0,0,0,1,0,0
24,1,377,3,52,18,57,0,93,1,0,0,1,0,0,0,0,0,1,0
23,1,394,3,83,49,83,2,58,5,1,0,1,0,0,0,0,0,1,0
20,1,88,4,68,1,40,1,63,2,0,0,1,0,0,0,0,0,0,1
20,0,400,4,34,1,90,0,59,5,1,1,0,0,0,0,1,0,0,1
24,1,225,2,82,11,46,1,88,2,1,0,1,0,1,0,0,0,1,0
38,1,26,4,72,0,80,2,83,3,1,1,0,0,0,0,1,1,0,0
16,0,167,1,49,37,89,1,61,2,0,0,1,0,0,1,0,0,0,0
18,0,435,4,54,37,49,1,91,3,0,0,1,0,0,1,0,1,0,0
16,2,363,2,35,12,80,1,33,3,1,1,0,0,0,0,1,0,0,0
33,1,353,2,95,5,87,1,75,5,0,0,1,0,1,0,0,1,0,0
20,0,322,1,87,19,94,2,67,5,0,1,0,0,1,0,0,0,1,0
26,1,431,1,85,35,57,0,72,3,1,1,0,0,0,0,1,0,1,0
22,2,327,2,80,15,83,0,47,5,0,0,1,0,0,0,1,0,0,1
35,1,272,4,76,23,95,1,80,3,0,1,0,0,1,0,0,0,0,0
23,1,484,1,77,9,59,2,47,3,1,1,0,0,0,0,0,0,0,0
41,1,133,2,92,46,41,2,68,1,1,0,1,0,0,0,0,0,0,1
32,2,329,2,31,37,60,1,47,5,0,1,0,0,1,0,0,0,0,0
30,0,145,3,42,7,82,1,57,1,0,0,1,0,0,0,1,1,0,0
16,2,156,4,96,46,50,1,72,4,1,0,1,0,0,0,1,0,1,0
18,1,149,1,87,38,67,1,65,2,1,0,1,0,0,0,0,0,0,1
23,1,302,2,36,27,89,0,33,3,0,1,0,1,0,0,0,0,0,1
38,1,234,4,59,43,91,1,99,5,0,0,1,0,0,0,1,0,0,1
40,1,112,4,89,43,47,2,80,2,0,1,0,1,0,0,0,0,0,1
18,2,442,2,80,40,94,2,69,1,0,0,1,0,0,0,1,0,0,1
30,1,378,3,35,30,49,1,47,2,0,1,0,0,1,0,0,1,0,0
23,2,145,2,58,8,42,1,50,2,0,1,0,0,1,0,0,0,1,0
16,2,265,3,76,31,46,2,55,4,0,0,1,0,0,0,1,0,0,1
25,1,95,1,75,37,94,1,97,1,0,1,0,0,1,0,0,0,1,0
48,2,436,4,85,13,81,1,63,4,0,1,0,0,0,0,0,0,0,0
38,2,307,1,83,11,97,0,48,4,0,0,0,0,1,0,0,0,0,1
29,1,177,2,74,7,79,1,63,4,1,1,0,0,1,0,0,1,0,0
35,0,255,1,39,32,98,2,42,4,1,0,1,1,0,0,0,1,0,0
43,0,430,3,42,45,98,2,93,4,0,0,1,0,0,0,0,0,0,0
31,2,390,1,64,30,57,0,72,3,0,0,1,0,0,0,1,0,1,0
45,2,208,1,81,44,87,1,49,1,0,0,1,0,0,1,0,1,0,0
25,2,57,1,62,25,65,2,82,3,1,0,1,0,0,0,1,1,0,0
31,1,210,2,56,9,85,0,57,2,1,1,0,0,0,1,0,0,0,1
42,1,255,3,39,12,49,1,60,5,0,0,1,0,0,1,0,1,0,0
44,1,261,2,46,39,52,1,82,5,0,0,1,0,0,0,1,0,1,0
22,1,473,4,94,12,85,2,42,4,0,1,0,1,0,0,0,0,0,0
28,0,256,2,38,39,91,2,59,3,0,0,1,0,0,0,1,0,1,0
38,1,336,3,94,10,94,1,69,2,0,1,0,0,0,0,0,0,1,0
43,1,391,2,71,39,88,1,99,3,0,0,1,0,1,0,0,0,0,1
28,2,30,1,80,2,61,1,44,5,0,1,0,0,1,0,0,0,0,0
39,0,237,3,67,37,87,2,80,1,0,1,0,0,0,1,0,0,0,1
44,1,337,1,69,23,65,0,52,3,0,1,0,0,0,0,0,0,0,0
20,1,43,3,66,35,72,1,73,3,0,1,0,0,0,0,1,0,1,0
21,0,192,4,78,16,50,1,45,5,1,0,1,0,0,0,1,0,1,0
49,2,475,2,35,43,81,2,92,1,0,1,0,0,0,0,0,0,0,0
21,1,75,1,99,6,77,1,82,3,1,0,1,0,0,0,0,0,0,1
33,1,290,2,57,8,48,2,57,2,1,1,0,1,0,0,0,0,1,0
27,2,66,2,46,47,73,2,88,3,0,0,1,0,0,1,0,0,0,0
47,0,133,4,87,13,60,0,58,2,0,1,0,0,0,0,0,1,0,0
35,1,153,1,31,24,56,0,81,2,1,0,1,0,0,0,1,0,0,0
35,1,438,4,57,0,92,1,94,3,0,0,1,0,0,1,0,0,0,0
49,1,396,2,52,1,77,2,72,4,0,1,0,0,0,0,1,0,1,0
47,1,307,4,44,6,99,0,70,1,0,0,1,0,0,1,0,0,0,0
40,1,187,3,62,45,71,1,64,5,0,0,1,0,0,0,1,0,0,1
31,1,148,2,59,46,84,0,84,4,0,0,1,0,0,1,0,0,0,1
37,1,228,4,31,38,92,1,72,4,0,0,0,0,0,0,0,0,1,0
46,2,308,4,64,5,48,2,97,2,1,0,1,0,0,0,0,0,1,0
34,0,145,2,92,23,79,1,92,3,0,1,0,0,0,0,0,0,1,0
31,1,206,4,94,4,84,1,71,1,0,0,1,0,1,0,0,0,0,0
42,0,21,1,91,47,99,2,36,1,0,0,1,0,0,0,1,0,0,1
39,1,313,4,89,25,83,0,98,1,1,1,0,0,0,0,1,0,1,0
21,1,408,4,47,9,65,0,68,3,1,0,0,0,0,0,1,0,0,1
26,1,15,2,96,25,58,0,57,5,1,0,1,0,0,0,1,1,0,0
38,0,456,4,69,12,81,0,97,4,0,0,1,1,0,0,0,0,0,0
21,1,335,4,63,9,71,0,81,4,0,1,0,0,0,1,0,0,0,0
31,0,150,4,31,29,96,1,88,3,0,1,0,1,0,0,0,1,0,0
31,1,129,4,59,46,68,2,61,3,1,0,1,0,0,1,0,0,0,0
44,0,111,4,96,2,45,2,57,1,0,0,1,0,0,0,1,1,0,0
26,0,209,1,64,33,49,1,61,4,0,1,0,1,0,0,0,1,0,0
17,1,55,2,43,34,76,2,53,3,0,0,1,0,0,0,0,0,1,0
39,1,495,3,64,13,52,1,63,4,0,1,0,0,0,1,0,0,0,0
48,0,311,4,33,18,70,0,34,1,0,0,1,0,0,0,1,1,0,0
49,1,436,3,32,40,42,1,75,4,0,0,1,0,0,1,0,0,1,0
30,1,248,2,62,32,67,0,52,2,0,0,1,0,0,0,1,0,0,1
35,0,19,1,96,37,49,1,53,2,0,1,0,0,1,0,0,0,0,0
45,2,154,1,30,33,60,1,89,3,1,1,0,0,0,0,0,0,0,0
39,0,11,3,66,0,65,2,56,3,0,1,0,0,1,0,0,1,0,0
38,0,319,1,87,13,55,1,99,2,0,0,1,0,0,0,0,0,1,0
48,2,248,4,54,22,51,1,72,2,1,0,1,0,1,0,0,0,0,1
34,1,218,3,30,16,67,0,79,2,0,1,0,0,0,1,0,1,0,0
19,1,89,4,78,18,68,1,99,1,0,0,0,0,0,0,0,1,0,0
17,0,375,2,53,24,55,2,42,5,1,0,1,1,0,0,0,0,1,0
46,2,496,3,77,29,67,2,47,3,0,0,1,0,0,0,0,0,0,0
23,1,216,4,50,47,87,2,98,4,0,1,0,0,0,0,1,0,1,0
17,1,424,2,79,12,95,1,69,2,0,1,0,0,0,1,0,0,0,1
35,0,119,2,90,34,76,2,70,1,0,0,1,1,0,0,0,0,0,1
23,1,297,2,41,27,71,1,81,3,0,0,1,0,0,0,0,0,0,0
40,1,29,3,80,43,84,1,61,3,1,1,0,0,0,0,0,1,0,0
33,1,154,3,61,3,94,2,61,2,0,0,1,1,0,0,0,0,0,1
46,1,288,2,93,40,73,1,63,4,0,0,1,1,0,0,0,0,0,0
34,1,308,1,72,13,66,0,87,1,0,0,1,0,1,0,0,1,0,0
27,0,191,4,76,9,48,1,95,1,0,1,0,0,0,1,0,0,0,1
22,1,351,4,96,3,99,0,60,3,0,1,0,0,1,0,0,0,0,0
38,1,261,3,83,34,64,0,47,3,1,0,1,0,0,0,0,0,0,0
26,1,106,3,92,47,69,1,96,2,0,1,0,0,0,1,0,1,0,0
36,2,61,3,98,44,40,2,50,3,0,0,1,0,0,0,0,0,0,1
18,1,482,1,67,26,58,0,82,3,0,0,1,1,0,0,0,1,0,0
41,1,201,2,51,34,59,2,67,4,0,1,0,0,0,0,1,1,0,0
15,2,282,2,97,28,46,0,31,3,0,0,1,1,0,0,0,0,1,0
48,1,158,2,57,42,84,0,71,5,0,0,1,0,0,0,0,0,0,0
19,1,356,4,66,27,49,1,57,4,1,1,0,0,0,0,1,0,1,0
48,2,401,2,66,25,87,2,85,1,0,0,0,0,0,0,0,0,0,0
36,1,96,1,44,16,45,1,78,5,0,1,0,1,0,0,0,0,0,1
42,1,423,2,45,9,43,1,57,1,0,1,0,1,0,0,0,0,0,0
33,2,221,2,75,19,99,2,61,5,0,1,0,0,0,0,1,1,0,0
47,0,368,1,74,36,86,1,76,3,0,0,1,0,0,0,0,0,0,0
29,1,62,4,86,35,43,1,89,1,0,0,1,0,0,0,0,0,1,0
36,1,112,3,79,41,73,2,80,1,0,0,1,1,0,0,0,1,0,0
17,1,164,2,44,33,53,0,40,1,0,1,0,0,1,0,0,0,0,1
32,1,400,4,97,3,79,2,80,3,0,0,0,0,0,0,1,0,1,0
35,1,226,2,78,40,71,1,42,2,1,1,0,0,0,0,0,1,0,0
19,0,114,3,47,47,61,1,63,1,0,0,1,0,0,1,0,0,1,0
44,2,159,4,51,21,59,1,86,4,0,1,0,0,0,0,1,1,0,0
28,0,123,1,46,25,83,1,80,4,0,1,0,0,0,1,0,1,0,0
16,0,56,4,48,28,57,1,58,2,0,0,1,1,0,0,0,0,0,0
27,2,357,1,59,12,94,0,33,3,0,0,1,0,0,0,1,0,1,0
16,1,123,2,89,19,81,1,49,5,0,1,0,0,0,0,0,1,0,0
36,1,16,4,69,45,63,2,66,3,0,1,0,0,0,1,0,1,0,0
42,1,281,2,45,30,64,0,55,5,0,1,0,0,0,1,0,0,0,0
45,1,146,3,54,38,67,0,46,5,1,1,0,0,0,1,0,0,0,1
21,1,203,4,88,28,85,1,94,5,0,0,1,0,0,0,1,0,0,0
39,1,87,3,97,41,82,2,49,5,0,0,1,0,0,1,0,1,0,0
22,1,190,4,69,21,62,0,54,5,0,0,1,0,0,0,0,0,0,1
19,0,420,3,98,33,42,2,57,2,0,0,1,0,0,0,1,0,0,1
18,0,346,2,88,29,41,0,38,3,0,0,1,0,0,0,0,1,0,0
35,1,362,4,50,48,79,0,92,4,0,1,0,0,0,0,1,0,0,1
28,2,42,1,52,27,57,1,98,1,1,1,0,0,0,0,0,0,1,0
23,1,222,4,61,0,43,0,40,5,0,1,0,1,0,0,0,0,1,0
48,1,226,3,84,43,99,1,89,4,0,1,0,0,0,0,1,0,1,0
17,1,272,3,59,44,99,2,30,5,0,1,0,0,0,1,0,0,1,0
16,2,197,2,98,16,55,2,50,5,0,0,1,1,0,0,0,0,0,0
38,0,163,2,85,13,51,0,33,3,0,0,1,0,0,0,1,0,1,0
21,1,22,2,84,19,90,1,67,2,1,1,0,0,0,1,0,0,0,0
22,2,320,1,44,0,64,0,99,4,0,1,0,1,0,0,0,0,0,0
40,1,71,4,40,30,42,0,31,1,0,1,0,0,0,1,0,0,1,0
37,0,483,1,63,5,55,1,41,5,0,1,0,0,0,0,0,0,1,0
41,1,85,3,98,12,53,2,37,1,0,0,1,0,0,0,1,0,0,0
36,1,135,1,80,4,89,0,79,1,1,0,1,1,0,0,0,1,0,0
25,0,71,4,39,1,53,1,89,4,0,0,1,0,0,1,0,0,0,1
35,2,221,3,48,32,82,1,67,4,1,0,1,0,1,0,0,0,0,1
48,1,210,4,70,10,74,1,32,2,0,1,0,1,0,0,0,1,0,0
20,2,246,4,61,22,75,1,58,4,0,0,1,0,0,0,1,1,0,0
27,0,483,1,33,43,83,2,99,5,0,0,1,1,0,0,0,1,0,0
22,2,459,4,58,19,57,2,64,4,0,0,1,1,0,0,0,1,0,0
19,2,140,1,71,2,54,2,85,3,1,0,1,1,0,0,0,1,0,0
34,1,213,2,67,32,88,2,43,3,0,0,1,0,0,0,0,0,0,0
30,2,481,1,83,2,61,0,45,1,0,1,0,0,0,1,0,0,0,0
28,1,33,1,52,40,54,1,62,4,1,0,1,0,0,0,0,0,1,0
34,2,113,1,33,45,77,2,87,1,0,1,0,0,1,0,0,0,0,1
33,0,123,4,83,7,59,1,64,3,0,1,0,0,0,1,0,0,1,0
20,1,381,3,98,47,75,2,31,3,0,0,1,1,0,0,0,0,0,1
49,1,286,1,75,19,95,1,92,3,0,1,0,0,0,1,0,0,1,0
28,1,106,1,90,7,72,2,75,5,0,0,1,1,0,0,0,0,0,1
17,1,451,4,65,37,43,0,88,1,0,1,0,0,1,0,0,0,0,0
39,0,326,3,92,36,75,1,61,4,0,1,0,0,1,0,0,0,0,0
28,0,324,2,69,25,50,1,53,1,0,0,1,0,0,0,1,1,0,0
32,0,351,1,63,39,58,0,92,4,0,0,1,0,0,1,0,0,1,0
19,2,13,3,74,11,76,2,70,4,0,0,1,0,1,0,0,0,0,0
24,1,436,3,89,35,57,0,58,1,0,1,0,0,0,0,0,0,0,1
44,1,136,4,72,25,58,0,96,1,0,1,0,0,1,0,0,0,1,0
49,1,299,3,53,43,99,1,82,2,0,1,0,0,1,0,0,1,0,0
26,1,147,2,49,10,87,1,91,1,0,1,0,0,0,0,1,0,0,1
42,1,399,3,81,16,82,0,98,4,0,1,0,1,0,0,0,0,0,0
39,2,172,1,94,30,41,1,48,1,1,0,1,0,0,0,0,0,0,0
16,0,234,1,57,0,45,1,47,2,0,0,1,1,0,0,0,1,0,0
27,1,357,1,77,22,58,2,78,2,0,0,1,0,0,0,1,0,0,1
40,2,189,3,56,27,59,2,35,5,1,1,0,1,0,0,0,1,0,0
40,0,393,3,44,46,58,1,87,5,0,0,1,0,1,0,0,0,0,1
37,1,103,3,64,33,60,1,87,2,0,1,0,0,0,0,1,0,0,0
39,0,149,1,81,45,77,1,77,2,0,1,0,0,0,1,0,1,0,0
24,0,259,3,31,6,96,1,45,4,1,1,0,0,0,1,0,1,0,0
47,1,28,4,60,45,70,1,38,1,0,1,0,1,0,0,0,0,1,0
33,2,438,3,94,5,84,0,76,3,0,1,0,0,0,1,0,0,0,0
38,0,66,3,69,37,56,1,94,3,0,0,1,0,0,0,1,0,0,0
42,1,31,2,81,15,93,1,98,4,1,0,1,1,0,0,0,0,0,1
27,1,275,1,93,3,79,0,73,4,1,0,1,0,0,0,1,0,0,1
30,0,95,4,50,5,59,2,73,5,1,0,1,0,0,1,0,0,1,0
35,0,110,3,96,45,68,0,96,2,1,0,0,0,1,0,0,0,1,0
47,1,135,4,61,18,80,1,88,1,1,0,1,0,1,0,0,0,0,1
22,2,204,4,43,49,43,2,92,2,0,1,0,0,1,0,0,0,1,0
31,1,149,2,41,9,52,0,81,1,0,1,0,0,0,0,0,0,0,1
20,1,333,1,46,8,77,0,40,5,0,1,0,0,0,0,1,0,0,0
17,1,452,1,67,32,88,0,32,3,0,1,0,0,0,1,0,1,0,0
24,1,198,2,70,22,90,2,41,1,0,1,0,0,0,0,0,1,0,0
30,2,268,1,60,15,52,2,53,5,0,1,0,0,0,0,0,0,0,0
19,1,415,3,36,43,61,2,56,1,1,0,1,0,0,0,0,1,0,0
28,1,248,3,45,33,63,1,75,2,0,1,0,1,0,0,0,0,0,0
27,2,452,3,37,36,59,0,90,5,0,0,1,0,0,0,0,0,0,0
42,1,440,4,90,21,51,2,58,5,0,1,0,0,1,0,0,0,0,1
35,1,254,1,53,12,48,2,35,4,0,1,0,1,0,0,0,1,0,0
32,1,51,1,99,16,77,0,54,2,0,1,0,0,0,1,0,1,0,0
27,1,196,3,38,5,66,0,60,2,1,1,0,0,0,1,0,0,1,0
45,0,185,1,63,9,58,1,86,4,0,1,0,0,0,0,1,0,1,0
45,2,424,3,70,15,53,1,65,4,0,0,1,0,0,1,0,0,0,1
29,1,146,3,39,16,85,0,30,5,0,0,1,0,0,1,0,0,1,0
25,0,103,1,76,37,54,0,54,5,0,1,0,0,0,0,0,0,0,1
20,2,398,2,44,25,47,2,38,1,0,1,0,0,0,0,1,0,0,0
42,1,184,1,58,48,51,1,90,5,0,1,0,1,0,0,0,0,1,0
45,1,313,3,75,5,92,2,74,3,1,1,0,0,0,0,1,0,0,1
46,1,220,3,67,15,45,1,98,5,0,0,1,0,0,0,0,0,0,1
46,1,394,2,50,20,66,2,75,2,0,0,1,0,0,1,0,0,1,0
37,1,222,2,68,23,59,1,80,4,0,0,0,0,1,0,0,0,0,0
43,1,270,4,42,1,90,1,71,1,0,0,1,0,0,0,0,1,0,0
29,1,483,1,79,47,70,0,63,3,1,0,1,1,0,0,0,1,0,0
42,2,298,2,54,17,92,1,98,5,1,1,0,0,0,1,0,1,0,0
16,1,116,4,64,39,59,2,43,5,0,0,1,0,0,0,1,0,1,0
47,2,195,2,58,31,46,2,61,2,0,1,0,0,0,0,0,1,0,0
49,1,301,1,71,41,87,1,52,1,1,1,0,0,0,0,0,0,0,1
30,0,93,3,31,9,41,2,71,3,0,0,1,1,0,0,0,1,0,0
48,0,94,1,60,13,49,2,78,5,0,1,0,0,1,0,0,1,0,0
47,0,322,3,37,30,99,2,77,4,0,1,0,0,1,0,0,1,0,0
37,2,185,4,99,35,59,0,89,5,0,0,1,0,1,0,0,0,0,1
18,1,57,1,40,23,88,1,30,2,0,0,0,0,0,0,0,0,0,1
47,0,378,2,46,13,41,0,96,5,0,1,0,0,0,0,1,0,1,0
26,1,409,2,60,43,82,1,76,5,1,0,1,0,1,0,0,0,0,0
47,1,49,3,77,37,44,1,42,1,0,0,1,0,0,0,0,0,0,0
39,1,469,4,34,11,74,1,78,2,0,1,0,0,0,0,1,0,0,0
30,0,437,3,50,31,52,1,59,3,1,0,1,0,0,0,0,0,0,1
29,1,477,4,43,15,60,2,40,2,1,1,0,1,0,0,0,1,0,0
19,1,467,3,59,26,61,2,99,1,0,0,1,0,0,0,0,1,0,0
43,1,34,4,35,43,43,1,56,5,0,1,0,0,0,1,0,0,1,0
18,1,228,2,69,41,89,0,66,1,0,0,1,0,0,0,1,0,1,0
19,1,300,1,57,15,63,1,43,5,0,0,1,0,0,0,1,0,0,1
21,0,146,4,40,46,83,1,50,3,0,1,0,0,1,0,0,0,0,1
37,2,287,3,65,28,68,1,70,2,0,1,0,0,0,0,0,0,0,0
20,0,419,4,38,37,50,1,88,4,0,1,0,0,1,0,0,0,0,0
21,1,232,3,50,37,91,1,74,1,0,0,1,0,0,1,0,0,0,1
35,0,307,4,78,10,96,0,59,2,0,1,0,1,0,0,0,1,0,0
33,0,238,1,40,5,54,0,82,1,0,0,1,0,1,0,0,0,0,0
24,0,316,3,81,40,75,1,91,3,0,1,0,0,0,0,1,1,0,0
15,0,389,4,94,24,94,0,42,1,0,0,1,0,0,0,1,1,0,0
48,1,311,2,35,6,51,2,34,1,0,1,0,0,1,0,0,1,0,0
42,0,72,4,97,27,44,0,99,1,0,0,1,0,1,0,0,0,0,1
19,2,61,1,57,47,46,2,73,1,0,0,1,0,0,0,1,1,0,0
39,1,74,3,36,38,78,2,59,1,0,0,1,1,0,0,0,0,0,0
44,1,225,1,71,46,77,1,73,2,0,1,0,0,1,0,0,0,0,1
36,2,319,3,95,21,48,1,91,3,0,0,1,0,0,1,0,0,1,0
